,NOC,Year,Event,Bronze,Gold,Silver,Total
10608,TCH,1976,Rowing Men's Coxed Pairs,1.0,0.0,0.0,1.0
10609,TCH,1976,Rowing Men's Quadruple Sculls,1.0,0.0,0.0,1.0
10610,TCH,1976,Shooting Mixed Skeet,0.0,1.0,0.0,1.0
10611,TCH,1976,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,1.0,1.0
10612,TCH,1980,Athletics Men's Discus Throw,0.0,0.0,1.0,1.0
10613,TCH,1980,Athletics Women's 400 metres,0.0,0.0,1.0,1.0
10614,TCH,1980,Boxing Men's Light-Middleweight,1.0,0.0,0.0,1.0
10615,TCH,1980,Cycling Men's 100 kilometres Team Time Trial,1.0,0.0,0.0,1.0
10616,TCH,1980,"Cycling Men's Team Pursuit, 4,000 metres",1.0,0.0,0.0,1.0
10617,TCH,1980,Football Men's Football,0.0,1.0,0.0,1.0
10618,TCH,1980,Gymnastics Men's Rings,1.0,0.0,0.0,1.0
10619,TCH,1980,Hockey Women's Hockey,0.0,0.0,1.0,1.0
10620,TCH,1980,Judo Men's Heavyweight,1.0,0.0,0.0,1.0
10621,TCH,1980,Rowing Men's Double Sculls,1.0,0.0,0.0,1.0
10622,TCH,1980,Weightlifting Men's Heavyweight I,0.0,1.0,0.0,1.0
10623,TCH,1980,Weightlifting Men's Light-Heavyweight,1.0,0.0,0.0,1.0
10624,TCH,1980,"Wrestling Men's Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10625,TCH,1980,"Wrestling Men's Welterweight, Freestyle",1.0,0.0,0.0,1.0
10626,TCH,1988,Athletics Men's 20 kilometres Walk,0.0,1.0,0.0,1.0
10627,TCH,1988,Athletics Men's Javelin Throw,0.0,0.0,1.0,1.0
10628,TCH,1988,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,1.0,0.0,1.0
10629,TCH,1988,Shooting Mixed Trap,0.0,0.0,1.0,1.0
10630,TCH,1988,Tennis Men's Singles,0.0,1.0,0.0,1.0
10631,TCH,1988,Tennis Women's Doubles,0.0,0.0,1.0,1.0
10632,TCH,1988,"Wrestling Men's Middleweight, Freestyle",1.0,0.0,0.0,1.0
10633,TCH,1992,Athletics Men's Decathlon,0.0,1.0,0.0,1.0
10634,TCH,1992,Athletics Men's Javelin Throw,0.0,1.0,0.0,1.0
10635,TCH,1992,"Canoeing Men's Canadian Doubles, Slalom",0.0,0.0,1.0,1.0
10636,TCH,1992,"Canoeing Men's Canadian Singles, Slalom",0.0,1.0,0.0,1.0
10637,TCH,1992,Rowing Men's Single Sculls,0.0,0.0,1.0,1.0
10638,TCH,1992,"Shooting Men's Running Target, 10 metres",1.0,0.0,0.0,1.0
10639,TCH,1992,Shooting Mixed Trap,0.0,1.0,0.0,1.0
10640,TGA,1996,Boxing Men's Super-Heavyweight,0.0,0.0,1.0,1.0
10641,THA,1984,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
10642,THA,1996,Boxing Men's Bantamweight,1.0,0.0,0.0,1.0
10643,THA,1996,Boxing Men's Featherweight,0.0,1.0,0.0,1.0
10644,THA,2000,Boxing Men's Flyweight,0.0,1.0,0.0,1.0
10645,THA,2000,Weightlifting Women's Lightweight,1.0,0.0,0.0,1.0
10646,THA,2004,Boxing Men's Bantamweight,0.0,0.0,1.0,1.0
10647,THA,2004,Boxing Men's Light-Welterweight,0.0,1.0,0.0,1.0
10648,THA,2004,Taekwondo Women's Flyweight,1.0,0.0,0.0,1.0
10649,THA,2004,Weightlifting Women's Featherweight,0.0,1.0,0.0,1.0
10650,THA,2004,Weightlifting Women's Flyweight,1.0,0.0,0.0,1.0
10651,THA,2004,Weightlifting Women's Heavyweight,0.0,1.0,0.0,1.0
10652,THA,2004,Weightlifting Women's Lightweight,1.0,0.0,0.0,1.0
10653,THA,2008,Boxing Men's Flyweight,0.0,1.0,0.0,1.0
10654,THA,2008,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
10655,THA,2008,Taekwondo Women's Flyweight,0.0,0.0,1.0,1.0
10656,THA,2008,Weightlifting Women's Featherweight,0.0,1.0,0.0,1.0
10657,THA,2012,Boxing Men's Light-Flyweight,0.0,0.0,1.0,1.0
10658,THA,2012,Taekwondo Women's Flyweight,1.0,0.0,0.0,1.0
10659,THA,2012,Weightlifting Women's Lightweight,0.0,0.0,1.0,1.0
10660,THA,2016,Taekwondo Men's Flyweight,0.0,0.0,1.0,1.0
10661,THA,2016,Weightlifting Men's Bantamweight,1.0,0.0,0.0,1.0
10662,THA,2016,Weightlifting Women's Flyweight,0.0,1.0,0.0,1.0
10663,THA,2016,Weightlifting Women's Lightweight,0.0,1.0,1.0,2.0
10664,TJK,2008,Judo Men's Lightweight,1.0,0.0,0.0,1.0
10665,TJK,2008,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,1.0,1.0
10666,TJK,2016,Athletics Men's Hammer Throw,0.0,1.0,0.0,1.0
10667,TOG,2008,"Canoeing Men's Kayak Singles, Slalom",1.0,0.0,0.0,1.0
10668,TPE,1960,Athletics Men's Decathlon,0.0,0.0,1.0,1.0
10669,TPE,1968,Athletics Women's 80 metres Hurdles,1.0,0.0,0.0,1.0
10670,TPE,1984,Weightlifting Men's Featherweight,1.0,0.0,0.0,1.0
10671,TPE,1992,Baseball Men's Baseball,0.0,0.0,1.0,1.0
10672,TPE,1996,Table Tennis Women's Singles,0.0,0.0,1.0,1.0
10673,TPE,2000,Table Tennis Women's Singles,1.0,0.0,0.0,1.0
10674,TPE,2000,Taekwondo Men's Flyweight,1.0,0.0,0.0,1.0
10675,TPE,2000,Taekwondo Women's Flyweight,1.0,0.0,0.0,1.0
10676,TPE,2000,Weightlifting Women's Featherweight,0.0,0.0,1.0,1.0
10677,TPE,2000,Weightlifting Women's Heavyweight,1.0,0.0,0.0,1.0
10678,TPE,2004,Archery Men's Team,0.0,0.0,1.0,1.0
10679,TPE,2004,Archery Women's Team,1.0,0.0,0.0,1.0
10680,TPE,2004,Taekwondo Men's Featherweight,0.0,0.0,1.0,1.0
10681,TPE,2004,Taekwondo Men's Flyweight,0.0,1.0,0.0,1.0
10682,TPE,2004,Taekwondo Women's Flyweight,0.0,1.0,0.0,1.0
10683,TPE,2008,Taekwondo Men's Featherweight,1.0,0.0,0.0,1.0
10684,TPE,2008,Taekwondo Men's Flyweight,1.0,0.0,0.0,1.0
10685,TPE,2008,Weightlifting Women's Flyweight,1.0,0.0,0.0,1.0
10686,TPE,2008,Weightlifting Women's Middleweight,1.0,0.0,0.0,1.0
10687,TPE,2012,Weightlifting Women's Featherweight,0.0,0.0,1.0,1.0
10688,TPE,2016,Archery Women's Team,1.0,0.0,0.0,1.0
10689,TPE,2016,Weightlifting Women's Featherweight,0.0,1.0,0.0,1.0
10690,TPE,2016,Weightlifting Women's Lightweight,1.0,0.0,0.0,1.0
10691,TTO,1948,Weightlifting Men's Featherweight,0.0,0.0,1.0,1.0
10692,TTO,1952,Weightlifting Men's Featherweight,1.0,0.0,0.0,1.0
10693,TTO,1952,Weightlifting Men's Middle-Heavyweight,1.0,0.0,0.0,1.0
10694,TTO,1964,Athletics Men's 200 metres,1.0,0.0,0.0,1.0
10695,TTO,1964,Athletics Men's 4 x 400 metres Relay,1.0,0.0,0.0,1.0
10696,TTO,1964,Athletics Men's 400 metres,0.0,0.0,1.0,1.0
10697,TTO,1976,Athletics Men's 100 metres,0.0,1.0,0.0,1.0
10698,TTO,1996,Athletics Men's 100 metres,1.0,0.0,0.0,1.0
10699,TTO,1996,Athletics Men's 200 metres,1.0,0.0,0.0,1.0
10700,TTO,2000,Athletics Men's 100 metres,0.0,0.0,1.0,1.0
10701,TTO,2000,Athletics Men's 200 metres,1.0,0.0,0.0,1.0
10702,TTO,2004,Swimming Men's 200 metres Individual Medley,1.0,0.0,0.0,1.0
10703,TTO,2008,Athletics Men's 100 metres,0.0,0.0,1.0,1.0
10704,TTO,2008,Athletics Men's 4 x 100 metres Relay,0.0,1.0,0.0,1.0
10705,TTO,2012,Athletics Men's 4 x 100 metres Relay,0.0,0.0,1.0,1.0
10706,TTO,2012,Athletics Men's 4 x 400 metres Relay,1.0,0.0,0.0,1.0
10707,TTO,2012,Athletics Men's 400 metres,1.0,0.0,0.0,1.0
10708,TTO,2012,Athletics Men's Javelin Throw,0.0,1.0,0.0,1.0
10709,TTO,2016,Athletics Men's Javelin Throw,1.0,0.0,0.0,1.0
10710,TUN,1964,"Athletics Men's 10,000 metres",0.0,0.0,1.0,1.0
10711,TUN,1968,"Athletics Men's 10,000 metres",1.0,0.0,0.0,1.0
10712,TUN,1968,"Athletics Men's 5,000 metres",0.0,1.0,0.0,1.0
10713,TUN,1972,"Athletics Men's 5,000 metres",0.0,0.0,1.0,1.0
10714,TUN,1996,Boxing Men's Light-Welterweight,1.0,0.0,0.0,1.0
10715,TUN,2008,"Swimming Men's 1,500 metres Freestyle",0.0,1.0,0.0,1.0
10716,TUN,2012,"Athletics Women's 3,000 metres Steeplechase",0.0,0.0,1.0,1.0
10717,TUN,2012,"Swimming Men's 1,500 metres Freestyle",1.0,0.0,0.0,1.0
10718,TUN,2012,Swimming Men's 10 kilometres Open Water,0.0,1.0,0.0,1.0
10719,TUN,2016,"Fencing Women's Foil, Individual",1.0,0.0,0.0,1.0
10720,TUN,2016,"Wrestling Women's Lightweight, Freestyle",1.0,0.0,0.0,1.0
10721,TUR,1936,"Wrestling Men's Featherweight, Greco-Roman",0.0,1.0,0.0,1.0
10722,TUR,1936,"Wrestling Men's Middleweight, Freestyle",1.0,0.0,0.0,1.0
10723,TUR,1948,Athletics Men's Triple Jump,1.0,0.0,0.0,1.0
10724,TUR,1948,"Wrestling Men's Bantamweight, Freestyle",0.0,1.0,0.0,1.0
10725,TUR,1948,"Wrestling Men's Bantamweight, Greco-Roman",1.0,0.0,0.0,1.0
10726,TUR,1948,"Wrestling Men's Featherweight, Freestyle",0.0,1.0,0.0,1.0
10727,TUR,1948,"Wrestling Men's Featherweight, Greco-Roman",0.0,1.0,0.0,1.0
10728,TUR,1948,"Wrestling Men's Flyweight, Freestyle",0.0,0.0,1.0,1.0
10729,TUR,1948,"Wrestling Men's Flyweight, Greco-Roman",0.0,0.0,1.0,1.0
10730,TUR,1948,"Wrestling Men's Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
10731,TUR,1948,"Wrestling Men's Lightweight, Freestyle",0.0,1.0,0.0,1.0
10732,TUR,1948,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,1.0,1.0
10733,TUR,1948,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
10734,TUR,1948,"Wrestling Men's Welterweight, Freestyle",0.0,1.0,0.0,1.0
10735,TUR,1952,"Wrestling Men's Featherweight, Freestyle",0.0,1.0,0.0,1.0
10736,TUR,1952,"Wrestling Men's Flyweight, Freestyle",0.0,1.0,0.0,1.0
10737,TUR,1952,"Wrestling Men's Light-Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10738,TUR,1956,"Wrestling Men's Bantamweight, Freestyle",0.0,1.0,0.0,1.0
10739,TUR,1956,"Wrestling Men's Flyweight, Freestyle",1.0,0.0,0.0,1.0
10740,TUR,1956,"Wrestling Men's Flyweight, Greco-Roman",1.0,0.0,0.0,1.0
10741,TUR,1956,"Wrestling Men's Heavyweight, Freestyle",0.0,1.0,0.0,1.0
10742,TUR,1956,"Wrestling Men's Lightweight, Greco-Roman",0.0,0.0,1.0,1.0
10743,TUR,1956,"Wrestling Men's Welterweight, Freestyle",0.0,0.0,1.0,1.0
10744,TUR,1956,"Wrestling Men's Welterweight, Greco-Roman",0.0,1.0,0.0,1.0
10745,TUR,1960,"Wrestling Men's Featherweight, Freestyle",0.0,1.0,0.0,1.0
10746,TUR,1960,"Wrestling Men's Featherweight, Greco-Roman",0.0,1.0,0.0,1.0
10747,TUR,1960,"Wrestling Men's Flyweight, Freestyle",0.0,1.0,0.0,1.0
10748,TUR,1960,"Wrestling Men's Heavyweight, Freestyle",0.0,0.0,1.0,1.0
10749,TUR,1960,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,1.0,0.0,1.0
10750,TUR,1960,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
10751,TUR,1960,"Wrestling Men's Middleweight, Freestyle",0.0,1.0,0.0,1.0
10752,TUR,1960,"Wrestling Men's Welterweight, Freestyle",0.0,0.0,1.0,1.0
10753,TUR,1960,"Wrestling Men's Welterweight, Greco-Roman",0.0,1.0,0.0,1.0
10754,TUR,1964,"Wrestling Men's Bantamweight, Freestyle",0.0,0.0,1.0,1.0
10755,TUR,1964,"Wrestling Men's Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10756,TUR,1964,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,1.0,1.0
10757,TUR,1964,"Wrestling Men's Lightweight, Greco-Roman",0.0,1.0,0.0,1.0
10758,TUR,1964,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,1.0,1.0
10759,TUR,1964,"Wrestling Men's Welterweight, Freestyle",0.0,1.0,0.0,1.0
10760,TUR,1968,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,1.0,0.0,1.0
10761,TUR,1968,"Wrestling Men's Welterweight, Freestyle",0.0,1.0,0.0,1.0
10762,TUR,1972,"Wrestling Men's Featherweight, Freestyle",0.0,0.0,1.0,1.0
10763,TUR,1984,Boxing Men's Featherweight,1.0,0.0,0.0,1.0
10764,TUR,1984,"Wrestling Men's Super-Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10765,TUR,1988,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
10766,TUR,1988,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,1.0,1.0
10767,TUR,1992,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
10768,TUR,1992,"Wrestling Men's Featherweight, Greco-Roman",0.0,1.0,0.0,1.0
10769,TUR,1992,"Wrestling Men's Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10770,TUR,1992,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,1.0,1.0
10771,TUR,1992,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,0.0,1.0,1.0
10772,TUR,1996,Boxing Men's Middleweight,0.0,0.0,1.0,1.0
10773,TUR,1996,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
10774,TUR,1996,Weightlifting Men's Flyweight,0.0,1.0,0.0,1.0
10775,TUR,1996,"Wrestling Men's Featherweight, Greco-Roman",1.0,0.0,0.0,1.0
10776,TUR,1996,"Wrestling Men's Middleweight, Greco-Roman",0.0,1.0,0.0,1.0
10777,TUR,1996,"Wrestling Men's Super-Heavyweight, Freestyle",0.0,1.0,0.0,1.0
10778,TUR,2000,Judo Men's Half-Lightweight,0.0,1.0,0.0,1.0
10779,TUR,2000,Taekwondo Women's Featherweight,1.0,0.0,0.0,1.0
10780,TUR,2000,Weightlifting Men's Bantamweight,0.0,1.0,0.0,1.0
10781,TUR,2000,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
10782,TUR,2000,"Wrestling Men's Middleweight, Freestyle",1.0,0.0,0.0,1.0
10783,TUR,2004,Athletics Men's Hammer Throw,1.0,0.0,0.0,1.0
10784,TUR,2004,Boxing Men's Light-Flyweight,0.0,0.0,1.0,1.0
10785,TUR,2004,Taekwondo Men's Welterweight,0.0,0.0,1.0,1.0
10786,TUR,2004,Weightlifting Men's Bantamweight,1.0,1.0,0.0,2.0
10787,TUR,2004,Weightlifting Men's Middleweight,1.0,1.0,0.0,2.0
10788,TUR,2004,Weightlifting Women's Flyweight,0.0,1.0,0.0,1.0
10789,TUR,2004,"Wrestling Men's Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
10790,TUR,2004,"Wrestling Men's Super-Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10791,TUR,2004,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,1.0,1.0
10792,TUR,2008,"Athletics Women's 5,000 metres",0.0,0.0,1.0,1.0
10793,TUR,2008,Taekwondo Women's Featherweight,0.0,0.0,1.0,1.0
10794,TUR,2008,Weightlifting Women's Flyweight,0.0,0.0,1.0,1.0
10795,TUR,2008,"Wrestling Men's Light-Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
10796,TUR,2008,"Wrestling Men's Welterweight, Freestyle",0.0,1.0,0.0,1.0
10797,TUR,2012,"Athletics Women's 1,500 metres",0.0,1.0,1.0,2.0
10798,TUR,2012,Taekwondo Men's Featherweight,0.0,1.0,0.0,1.0
10799,TUR,2012,Taekwondo Women's Welterweight,0.0,0.0,1.0,1.0
10800,TUR,2016,Athletics Men's 400 metres Hurdles,1.0,0.0,0.0,1.0
10801,TUR,2016,Weightlifting Men's Lightweight,0.0,0.0,1.0,1.0
10802,TUR,2016,"Wrestling Men's Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
10803,TUR,2016,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,1.0,1.0
10804,TUR,2016,"Wrestling Men's Middleweight, Freestyle",1.0,0.0,0.0,1.0
10805,TUR,2016,"Wrestling Men's Super-Heavyweight, Freestyle",0.0,1.0,0.0,1.0
10806,TUR,2016,"Wrestling Men's Super-Heavyweight, Greco-Roman",0.0,0.0,1.0,1.0
10807,UAE,2004,Shooting Men's Double Trap,0.0,1.0,0.0,1.0
10808,UAR,1960,Boxing Men's Flyweight,1.0,0.0,0.0,1.0
10809,UAR,1960,"Wrestling Men's Flyweight, Greco-Roman",0.0,0.0,1.0,1.0
10810,UGA,1968,Boxing Men's Bantamweight,0.0,0.0,1.0,1.0
10811,UGA,1972,Athletics Men's 400 metres Hurdles,0.0,1.0,0.0,1.0
10812,UGA,1972,Boxing Men's Flyweight,0.0,0.0,1.0,1.0
10813,UGA,1980,Boxing Men's Welterweight,0.0,0.0,1.0,1.0
10814,UGA,1996,Athletics Men's 400 metres,1.0,0.0,0.0,1.0
10815,UGA,2012,Athletics Men's Marathon,0.0,1.0,0.0,1.0
10816,UKR,1996,Archery Women's Individual,1.0,0.0,0.0,1.0
10817,UKR,1996,Athletics Men's Hammer Throw,1.0,0.0,0.0,1.0
10818,UKR,1996,Athletics Men's Shot Put,1.0,0.0,0.0,1.0
10819,UKR,1996,Athletics Women's High Jump,1.0,0.0,0.0,1.0
10820,UKR,1996,Athletics Women's Triple Jump,0.0,1.0,0.0,1.0
10821,UKR,1996,Boxing Men's Light-Flyweight,1.0,0.0,0.0,1.0
10822,UKR,1996,Boxing Men's Super-Heavyweight,0.0,1.0,0.0,1.0
10823,UKR,1996,Gymnastics Men's Parallel Bars,0.0,1.0,0.0,1.0
10824,UKR,1996,Gymnastics Men's Team All-Around,1.0,0.0,0.0,1.0
10825,UKR,1996,Gymnastics Women's Balance Beam,0.0,0.0,1.0,1.0
10826,UKR,1996,Gymnastics Women's Floor Exercise,0.0,1.0,0.0,1.0
10827,UKR,1996,Gymnastics Women's Individual All-Around,0.0,1.0,0.0,1.0
10828,UKR,1996,Rhythmic Gymnastics Women's Individual,1.0,1.0,0.0,2.0
10829,UKR,1996,Rowing Women's Quadruple Sculls,0.0,0.0,1.0,1.0
10830,UKR,1996,Sailing Men's Two Person Dinghy,0.0,1.0,0.0,1.0
10831,UKR,1996,Sailing Women's Two Person Dinghy,1.0,0.0,0.0,1.0
10832,UKR,1996,Weightlifting Men's Heavyweight I,1.0,0.0,0.0,1.0
10833,UKR,1996,Weightlifting Men's Heavyweight II,0.0,1.0,0.0,1.0
10834,UKR,1996,"Wrestling Men's Featherweight, Freestyle",1.0,0.0,0.0,1.0
10835,UKR,1996,"Wrestling Men's Flyweight, Greco-Roman",1.0,0.0,0.0,1.0
10836,UKR,1996,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
10837,UKR,1996,"Wrestling Men's Lightweight, Freestyle",1.0,0.0,0.0,1.0
10838,UKR,2000,Archery Women's Team,0.0,0.0,1.0,1.0
10839,UKR,2000,Athletics Men's Long Jump,1.0,0.0,0.0,1.0
10840,UKR,2000,Athletics Women's Triple Jump,1.0,0.0,0.0,1.0
10841,UKR,2000,Boxing Men's Bantamweight,1.0,0.0,0.0,1.0
10842,UKR,2000,Boxing Men's Flyweight,1.0,0.0,0.0,1.0
10843,UKR,2000,Boxing Men's Light-Heavyweight,1.0,0.0,0.0,1.0
10844,UKR,2000,Boxing Men's Lightweight,0.0,0.0,1.0,1.0
10845,UKR,2000,Boxing Men's Welterweight,0.0,0.0,1.0,1.0
10846,UKR,2000,"Cycling Men's Team Pursuit, 4,000 metres",0.0,0.0,1.0,1.0
10847,UKR,2000,Cycling Women's Sprint,1.0,0.0,0.0,1.0
10848,UKR,2000,Diving Women's Synchronized Springboard,1.0,0.0,0.0,1.0
10849,UKR,2000,Gymnastics Men's Individual All-Around,1.0,0.0,0.0,1.0
10850,UKR,2000,Gymnastics Men's Team All-Around,0.0,0.0,1.0,1.0
10851,UKR,2000,Sailing Women's Two Person Dinghy,1.0,0.0,0.0,1.0
10852,UKR,2000,Shooting Men's Skeet,0.0,1.0,0.0,1.0
10853,UKR,2000,Swimming Men's 200 metres Butterfly,0.0,0.0,1.0,1.0
10854,UKR,2000,Swimming Women's 200 metres Individual Medley,0.0,1.0,0.0,1.0
10855,UKR,2000,Swimming Women's 400 metres Individual Medley,0.0,1.0,0.0,1.0
10856,UKR,2000,Swimming Women's 800 metres Freestyle,0.0,0.0,1.0,1.0
10857,UKR,2000,Trampolining Women's Individual,0.0,0.0,1.0,1.0
10858,UKR,2000,"Wrestling Men's Featherweight, Freestyle",0.0,0.0,1.0,1.0
10859,UKR,2000,"Wrestling Men's Heavyweight, Greco-Roman",0.0,0.0,1.0,1.0
10860,UKR,2004,Archery Men's Team,1.0,0.0,0.0,1.0
10861,UKR,2004,Athletics Women's 100 metres Hurdles,0.0,0.0,1.0,1.0
10862,UKR,2004,Athletics Women's 400 metres Hurdles,1.0,0.0,0.0,1.0
10863,UKR,2004,Athletics Women's High Jump,1.0,0.0,0.0,1.0
10864,UKR,2004,"Canoeing Women's Kayak Fours, 500 metres",1.0,0.0,0.0,1.0
10865,UKR,2004,"Fencing Men's Sabre, Individual",1.0,0.0,0.0,1.0
10866,UKR,2004,Gymnastics Men's Parallel Bars,0.0,1.0,0.0,1.0
10867,UKR,2004,Handball Women's Handball,1.0,0.0,0.0,1.0
10868,UKR,2004,Judo Men's Half-Middleweight,0.0,0.0,1.0,1.0
10869,UKR,2004,Rhythmic Gymnastics Women's Individual,1.0,0.0,0.0,1.0
10870,UKR,2004,Rowing Men's Quadruple Sculls,1.0,0.0,0.0,1.0
10871,UKR,2004,Sailing Mixed Skiff,0.0,0.0,1.0,1.0
10872,UKR,2004,Sailing Women's Three Person Keelboat,0.0,0.0,1.0,1.0
10873,UKR,2004,"Shooting Women's Air Pistol, 10 metres",0.0,1.0,0.0,1.0
10874,UKR,2004,Swimming Men's 100 metres Butterfly,1.0,0.0,0.0,1.0
10875,UKR,2004,Swimming Women's 200 metres Individual Medley,0.0,1.0,0.0,1.0
10876,UKR,2004,Swimming Women's 400 metres Individual Medley,0.0,1.0,0.0,1.0
10877,UKR,2004,Trampolining Men's Individual,0.0,1.0,0.0,1.0
10878,UKR,2004,Weightlifting Men's Heavyweight,0.0,0.0,1.0,1.0
10879,UKR,2004,Weightlifting Women's Middleweight,0.0,1.0,0.0,1.0
10880,UKR,2004,"Wrestling Men's Welterweight, Freestyle",0.0,1.0,0.0,1.0
10881,UKR,2004,"Wrestling Women's Flyweight, Freestyle",0.0,1.0,0.0,1.0
10882,UKR,2008,Archery Men's Individual,0.0,1.0,0.0,1.0
10883,UKR,2008,Athletics Men's Pole Vault,1.0,0.0,0.0,1.0
10884,UKR,2008,"Athletics Women's 1,500 metres",1.0,0.0,1.0,2.0
10885,UKR,2008,Athletics Women's Discus Throw,1.0,0.0,0.0,1.0
10886,UKR,2008,Athletics Women's Heptathlon,0.0,1.0,0.0,1.0
10887,UKR,2008,Boxing Men's Featherweight,0.0,1.0,0.0,1.0
10888,UKR,2008,Boxing Men's Super-Heavyweight,1.0,0.0,0.0,1.0
10889,UKR,2008,"Canoeing Men's Canadian Singles, 500 metres",1.0,0.0,0.0,1.0
10890,UKR,2008,"Canoeing Women's Kayak Singles, 500 metres",0.0,1.0,0.0,1.0
10891,UKR,2008,"Cycling Women's Individual Pursuit, 3,000 metres",1.0,0.0,0.0,1.0
10892,UKR,2008,Diving Men's Synchronized Springboard,1.0,0.0,0.0,1.0
10893,UKR,2008,"Fencing Women's Sabre, Team",0.0,1.0,0.0,1.0
10894,UKR,2008,Gymnastics Men's Rings,1.0,0.0,0.0,1.0
10895,UKR,2008,Modern Pentathlon Women's Individual,1.0,0.0,0.0,1.0
10896,UKR,2008,Rhythmic Gymnastics Women's Individual,1.0,0.0,0.0,1.0
10897,UKR,2008,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,1.0,0.0,1.0
10898,UKR,2008,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,1.0,0.0,1.0
10899,UKR,2008,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.0,0.0,1.0,1.0
10900,UKR,2008,Weightlifting Women's Light-Heavyweight,1.0,0.0,0.0,1.0
10901,UKR,2008,Weightlifting Women's Super-Heavyweight,0.0,0.0,1.0,1.0
10902,UKR,2008,"Wrestling Men's Light-Heavyweight, Freestyle",1.0,0.0,0.0,1.0
10903,UKR,2008,"Wrestling Men's Lightweight, Freestyle",0.0,0.0,1.0,1.0
10904,UKR,2008,"Wrestling Men's Welterweight, Freestyle",0.0,0.0,1.0,1.0
10905,UKR,2008,"Wrestling Women's Flyweight, Freestyle",1.0,0.0,0.0,1.0
10906,UKR,2012,Athletics Men's Javelin Throw,0.0,0.0,1.0,1.0
10907,UKR,2012,Athletics Women's 4 x 100 metres Relay,1.0,0.0,0.0,1.0
10908,UKR,2012,Athletics Women's Triple Jump,1.0,0.0,0.0,1.0
10909,UKR,2012,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
10910,UKR,2012,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
10911,UKR,2012,Boxing Men's Lightweight,0.0,1.0,0.0,1.0
10912,UKR,2012,Boxing Men's Welterweight,1.0,0.0,0.0,1.0
10913,UKR,2012,"Canoeing Men's Canadian Singles, 200 metres",0.0,1.0,0.0,1.0
10914,UKR,2012,"Canoeing Women's Kayak Singles, 200 metres",0.0,0.0,1.0,1.0
10915,UKR,2012,"Canoeing Women's Kayak Singles, 500 metres",0.0,0.0,1.0,1.0
10916,UKR,2012,"Fencing Women's Sabre, Individual",1.0,0.0,0.0,1.0
10917,UKR,2012,"Fencing Women's epee, Individual",0.0,1.0,0.0,1.0
10918,UKR,2012,Gymnastics Men's Horse Vault,1.0,0.0,0.0,1.0
10919,UKR,2012,Rowing Women's Quadruple Sculls,0.0,1.0,0.0,1.0
10920,UKR,2012,"Shooting Women's Air Pistol, 10 metres",1.0,0.0,0.0,1.0
10921,UKR,2012,"Shooting Women's Sporting Pistol, 25 metres",1.0,0.0,0.0,1.0
10922,UKR,2012,Weightlifting Men's Heavyweight,0.0,1.0,0.0,1.0
10923,UKR,2012,Weightlifting Women's Lightweight,1.0,0.0,0.0,1.0
10924,UKR,2012,"Wrestling Men's Heavyweight, Freestyle",0.0,0.0,1.0,1.0
10925,UKR,2016,Athletics Men's High Jump,1.0,0.0,0.0,1.0
10926,UKR,2016,"Canoeing Men's Canadian Doubles, 1,000 metres",1.0,0.0,0.0,1.0
10927,UKR,2016,"Canoeing Men's Canadian Singles, 200 metres",0.0,1.0,0.0,1.0
