,NOC,Year,Event,Bronze,Gold,Silver,Total
1862,CHN,2008,Shooting Men's Double Trap,1.0,0.0,0.0,1.0
1863,CHN,2008,"Shooting Men's Free Pistol, 50 metres",0.0,0.0,1.0,1.0
1864,CHN,2008,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.0,1.0,0.0,1.0
1865,CHN,2008,"Shooting Women's Air Pistol, 10 metres",0.0,1.0,0.0,1.0
1866,CHN,2008,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.0,1.0,0.0,1.0
1867,CHN,2008,"Shooting Women's Sporting Pistol, 25 metres",0.0,1.0,0.0,1.0
1868,CHN,2008,Swimming Men's 400 metres Freestyle,0.0,0.0,1.0,1.0
1869,CHN,2008,Swimming Women's 200 metres Butterfly,0.0,1.0,1.0,2.0
1870,CHN,2008,Swimming Women's 200 metres Freestyle,1.0,0.0,0.0,1.0
1871,CHN,2008,Swimming Women's 4 x 100 metres Medley Relay,1.0,0.0,0.0,1.0
1872,CHN,2008,Swimming Women's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
1873,CHN,2008,Synchronized Swimming Women's Team,1.0,0.0,0.0,1.0
1874,CHN,2008,Table Tennis Men's Singles,1.0,1.0,1.0,3.0
1875,CHN,2008,Table Tennis Men's Team,0.0,1.0,0.0,1.0
1876,CHN,2008,Table Tennis Women's Singles,1.0,1.0,1.0,3.0
1877,CHN,2008,Table Tennis Women's Team,0.0,1.0,0.0,1.0
1878,CHN,2008,Taekwondo Women's Flyweight,0.0,1.0,0.0,1.0
1879,CHN,2008,Tennis Women's Doubles,1.0,0.0,0.0,1.0
1880,CHN,2008,Trampolining Men's Individual,1.0,1.0,0.0,2.0
1881,CHN,2008,Trampolining Women's Individual,0.0,1.0,0.0,1.0
1882,CHN,2008,Volleyball Women's Volleyball,1.0,0.0,0.0,1.0
1883,CHN,2008,Weightlifting Men's Bantamweight,0.0,1.0,0.0,1.0
1884,CHN,2008,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
1885,CHN,2008,Weightlifting Men's Light-Heavyweight,0.0,1.0,0.0,1.0
1886,CHN,2008,Weightlifting Men's Lightweight,0.0,1.0,0.0,1.0
1887,CHN,2008,Weightlifting Men's Middleweight,0.0,0.0,1.0,1.0
1888,CHN,2008,Weightlifting Women's Flyweight,0.0,1.0,0.0,1.0
1889,CHN,2008,Weightlifting Women's Heavyweight,0.0,1.0,0.0,1.0
1890,CHN,2008,Weightlifting Women's Light-Heavyweight,0.0,1.0,0.0,1.0
1891,CHN,2008,Weightlifting Women's Lightweight,0.0,1.0,0.0,1.0
1892,CHN,2008,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
1893,CHN,2008,"Wrestling Women's Heavyweight, Freestyle",0.0,1.0,0.0,1.0
1894,CHN,2008,"Wrestling Women's Lightweight, Freestyle",0.0,0.0,1.0,1.0
1895,CHN,2012,Archery Men's Individual,1.0,0.0,0.0,1.0
1896,CHN,2012,Archery Women's Team,0.0,0.0,1.0,1.0
1897,CHN,2012,Athletics Men's 20 kilometres Walk,1.0,1.0,0.0,2.0
1898,CHN,2012,Athletics Men's 50 kilometres Walk,1.0,0.0,0.0,1.0
1899,CHN,2012,Athletics Women's 20 kilometres Walk,1.0,0.0,0.0,1.0
1900,CHN,2012,Athletics Women's Discus Throw,1.0,0.0,0.0,1.0
1901,CHN,2012,Athletics Women's Shot Put,1.0,0.0,0.0,1.0
1902,CHN,2012,Badminton Men's Doubles,0.0,1.0,0.0,1.0
1903,CHN,2012,Badminton Men's Singles,1.0,1.0,0.0,2.0
1904,CHN,2012,Badminton Mixed Doubles,0.0,1.0,1.0,2.0
1905,CHN,2012,Badminton Women's Doubles,0.0,1.0,0.0,1.0
1906,CHN,2012,Badminton Women's Singles,0.0,1.0,1.0,2.0
1907,CHN,2012,Boxing Men's Light-Flyweight,0.0,1.0,0.0,1.0
1908,CHN,2012,Boxing Women's Flyweight,0.0,0.0,1.0,1.0
1909,CHN,2012,Boxing Women's Middleweight,1.0,0.0,0.0,1.0
1910,CHN,2012,Cycling Women's Keirin,0.0,0.0,1.0,1.0
1911,CHN,2012,Cycling Women's Sprint,1.0,0.0,0.0,1.0
1912,CHN,2012,Cycling Women's Team Sprint,0.0,0.0,1.0,1.0
1913,CHN,2012,Diving Men's Platform,0.0,0.0,1.0,1.0
1914,CHN,2012,Diving Men's Springboard,1.0,0.0,1.0,2.0
1915,CHN,2012,Diving Men's Synchronized Platform,0.0,1.0,0.0,1.0
1916,CHN,2012,Diving Men's Synchronized Springboard,0.0,1.0,0.0,1.0
1917,CHN,2012,Diving Women's Platform,0.0,1.0,0.0,1.0
1918,CHN,2012,Diving Women's Springboard,0.0,1.0,1.0,2.0
1919,CHN,2012,Diving Women's Synchronized Platform,0.0,1.0,0.0,1.0
1920,CHN,2012,Diving Women's Synchronized Springboard,0.0,1.0,0.0,1.0
1921,CHN,2012,"Fencing Men's Foil, Individual",0.0,1.0,0.0,1.0
1922,CHN,2012,"Fencing Women's epee, Individual",1.0,0.0,0.0,1.0
1923,CHN,2012,"Fencing Women's epee, Team",0.0,1.0,0.0,1.0
1924,CHN,2012,Gymnastics Men's Floor Exercise,0.0,1.0,0.0,1.0
1925,CHN,2012,Gymnastics Men's Horizontal Bar,1.0,0.0,0.0,1.0
1926,CHN,2012,Gymnastics Men's Parallel Bars,0.0,1.0,0.0,1.0
1927,CHN,2012,Gymnastics Men's Rings,0.0,0.0,1.0,1.0
1928,CHN,2012,Gymnastics Men's Team All-Around,0.0,1.0,0.0,1.0
1929,CHN,2012,Gymnastics Women's Balance Beam,0.0,1.0,1.0,2.0
1930,CHN,2012,Gymnastics Women's Uneven Bars,0.0,0.0,1.0,1.0
1931,CHN,2012,Judo Women's Half-Middleweight,0.0,0.0,1.0,1.0
1932,CHN,2012,Modern Pentathlon Men's Individual,0.0,0.0,1.0,1.0
1933,CHN,2012,Rowing Women's Lightweight Double Sculls,0.0,0.0,1.0,1.0
1934,CHN,2012,Sailing Women's One Person Dinghy,0.0,1.0,0.0,1.0
1935,CHN,2012,"Shooting Men's Free Pistol, 50 metres",1.0,0.0,0.0,1.0
1936,CHN,2012,"Shooting Men's Rapid-Fire Pistol, 25 metres",1.0,0.0,0.0,1.0
1937,CHN,2012,"Shooting Women's Air Pistol, 10 metres",0.0,1.0,0.0,1.0
1938,CHN,2012,"Shooting Women's Air Rifle, 10 metres",1.0,1.0,0.0,2.0
1939,CHN,2012,Shooting Women's Skeet,0.0,0.0,1.0,1.0
1940,CHN,2012,"Shooting Women's Sporting Pistol, 25 metres",0.0,0.0,1.0,1.0
1941,CHN,2012,"Swimming Men's 1,500 metres Freestyle",0.0,1.0,0.0,1.0
1942,CHN,2012,Swimming Men's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
1943,CHN,2012,Swimming Men's 400 metres Freestyle,0.0,1.0,0.0,1.0
1944,CHN,2012,Swimming Women's 100 metres Butterfly,0.0,0.0,1.0,1.0
1945,CHN,2012,Swimming Women's 100 metres Freestyle,1.0,0.0,0.0,1.0
1946,CHN,2012,Swimming Women's 200 metres Butterfly,0.0,1.0,0.0,1.0
1947,CHN,2012,Swimming Women's 200 metres Individual Medley,0.0,1.0,0.0,1.0
1948,CHN,2012,Swimming Women's 400 metres Individual Medley,1.0,1.0,0.0,2.0
1949,CHN,2012,Synchronized Swimming Women's Duet,1.0,0.0,0.0,1.0
1950,CHN,2012,Synchronized Swimming Women's Team,0.0,0.0,1.0,1.0
1951,CHN,2012,Table Tennis Men's Singles,0.0,1.0,1.0,2.0
1952,CHN,2012,Table Tennis Men's Team,0.0,1.0,0.0,1.0
1953,CHN,2012,Table Tennis Women's Singles,0.0,1.0,1.0,2.0
1954,CHN,2012,Table Tennis Women's Team,0.0,1.0,0.0,1.0
1955,CHN,2012,Taekwondo Women's Featherweight,0.0,0.0,1.0,1.0
1956,CHN,2012,Taekwondo Women's Flyweight,0.0,1.0,0.0,1.0
1957,CHN,2012,Trampolining Men's Individual,1.0,1.0,0.0,2.0
1958,CHN,2012,Trampolining Women's Individual,1.0,0.0,1.0,2.0
1959,CHN,2012,Weightlifting Men's Bantamweight,0.0,0.0,1.0,1.0
1960,CHN,2012,Weightlifting Men's Lightweight,0.0,1.0,0.0,1.0
1961,CHN,2012,Weightlifting Men's Middleweight,0.0,1.0,1.0,2.0
1962,CHN,2012,Weightlifting Women's Flyweight,0.0,1.0,0.0,1.0
1963,CHN,2012,Weightlifting Women's Lightweight,0.0,1.0,0.0,1.0
1964,CHN,2012,Weightlifting Women's Super-Heavyweight,0.0,1.0,0.0,1.0
1965,CHN,2012,"Wrestling Women's Middleweight, Freestyle",0.0,0.0,1.0,1.0
1966,CHN,2016,Athletics Men's 20 kilometres Walk,0.0,1.0,1.0,2.0
1967,CHN,2016,Athletics Men's Triple Jump,1.0,0.0,0.0,1.0
1968,CHN,2016,Athletics Women's 20 kilometres Walk,1.0,1.0,0.0,2.0
1969,CHN,2016,Athletics Women's Hammer Throw,0.0,0.0,1.0,1.0
1970,CHN,2016,Badminton Men's Doubles,0.0,1.0,0.0,1.0
1971,CHN,2016,Badminton Men's Singles,0.0,1.0,0.0,1.0
1972,CHN,2016,Badminton Mixed Doubles,1.0,0.0,0.0,1.0
1973,CHN,2016,Boxing Women's Flyweight,1.0,0.0,0.0,1.0
1974,CHN,2016,Boxing Women's Lightweight,0.0,0.0,1.0,1.0
1975,CHN,2016,Boxing Women's Middleweight,1.0,0.0,0.0,1.0
1976,CHN,2016,Cycling Women's Team Sprint,0.0,1.0,0.0,1.0
1977,CHN,2016,Diving Men's Platform,0.0,1.0,0.0,1.0
1978,CHN,2016,Diving Men's Springboard,0.0,1.0,0.0,1.0
1979,CHN,2016,Diving Men's Synchronized Platform,0.0,1.0,0.0,1.0
1980,CHN,2016,Diving Men's Synchronized Springboard,1.0,0.0,0.0,1.0
1981,CHN,2016,Diving Women's Platform,0.0,1.0,1.0,2.0
1982,CHN,2016,Diving Women's Springboard,0.0,1.0,1.0,2.0
1983,CHN,2016,Diving Women's Synchronized Platform,0.0,1.0,0.0,1.0
1984,CHN,2016,Diving Women's Synchronized Springboard,0.0,1.0,0.0,1.0
1985,CHN,2016,"Fencing Women's epee, Individual",1.0,0.0,0.0,1.0
1986,CHN,2016,"Fencing Women's epee, Team",0.0,0.0,1.0,1.0
1987,CHN,2016,Golf Women's Individual,1.0,0.0,0.0,1.0
1988,CHN,2016,Gymnastics Men's Team All-Around,1.0,0.0,0.0,1.0
1989,CHN,2016,Gymnastics Women's Team All-Around,1.0,0.0,0.0,1.0
1990,CHN,2016,Judo Men's Middleweight,1.0,0.0,0.0,1.0
1991,CHN,2016,Rowing Women's Lightweight Double Sculls,1.0,0.0,0.0,1.0
1992,CHN,2016,Rowing Women's Single Sculls,1.0,0.0,0.0,1.0
1993,CHN,2016,Sailing Women's Windsurfer,0.0,0.0,1.0,1.0
1994,CHN,2016,"Shooting Men's Air Pistol, 10 metres",1.0,0.0,0.0,1.0
1995,CHN,2016,"Shooting Men's Rapid-Fire Pistol, 25 metres",1.0,0.0,0.0,1.0
1996,CHN,2016,"Shooting Women's Air Pistol, 10 metres",0.0,1.0,0.0,1.0
1997,CHN,2016,"Shooting Women's Air Rifle, 10 metres",1.0,0.0,1.0,2.0
1998,CHN,2016,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1.0,0.0,1.0,2.0
1999,CHN,2016,Swimming Men's 100 metres Backstroke,0.0,0.0,1.0,1.0
2000,CHN,2016,Swimming Men's 200 metres Freestyle,0.0,1.0,0.0,1.0
2001,CHN,2016,Swimming Men's 200 metres Individual Medley,1.0,0.0,0.0,1.0
2002,CHN,2016,Swimming Men's 400 metres Freestyle,0.0,0.0,1.0,1.0
2003,CHN,2016,Swimming Women's 100 metres Backstroke,1.0,0.0,0.0,1.0
2004,CHN,2016,Swimming Women's 200 metres Breaststroke,1.0,0.0,0.0,1.0
2005,CHN,2016,Synchronized Swimming Women's Duet,0.0,0.0,1.0,1.0
2006,CHN,2016,Synchronized Swimming Women's Team,0.0,0.0,1.0,1.0
2007,CHN,2016,Table Tennis Men's Singles,0.0,1.0,1.0,2.0
2008,CHN,2016,Table Tennis Men's Team,0.0,1.0,0.0,1.0
2009,CHN,2016,Table Tennis Women's Singles,0.0,1.0,1.0,2.0
2010,CHN,2016,Table Tennis Women's Team,0.0,1.0,0.0,1.0
2011,CHN,2016,Taekwondo Men's Flyweight,0.0,1.0,0.0,1.0
2012,CHN,2016,Taekwondo Women's Heavyweight,0.0,1.0,0.0,1.0
2013,CHN,2016,Trampolining Men's Individual,1.0,0.0,1.0,2.0
2014,CHN,2016,Trampolining Women's Individual,1.0,0.0,0.0,1.0
2015,CHN,2016,Volleyball Women's Volleyball,0.0,1.0,0.0,1.0
2016,CHN,2016,Weightlifting Men's Bantamweight,0.0,1.0,0.0,1.0
2017,CHN,2016,Weightlifting Men's Light-Heavyweight,0.0,0.0,1.0,1.0
2018,CHN,2016,Weightlifting Men's Lightweight,0.0,1.0,0.0,1.0
2019,CHN,2016,Weightlifting Men's Middleweight,0.0,0.0,1.0,1.0
2020,CHN,2016,Weightlifting Women's Light-Heavyweight,0.0,1.0,0.0,1.0
2021,CHN,2016,Weightlifting Women's Middleweight,0.0,1.0,0.0,1.0
2022,CHN,2016,Weightlifting Women's Super-Heavyweight,0.0,1.0,0.0,1.0
2023,CHN,2016,"Wrestling Women's Flyweight, Freestyle",1.0,0.0,0.0,1.0
2024,CIV,1984,Athletics Men's 400 metres,0.0,0.0,1.0,1.0
2025,CIV,2016,Taekwondo Men's Welterweight,0.0,1.0,0.0,1.0
2026,CIV,2016,Taekwondo Women's Welterweight,1.0,0.0,0.0,1.0
2027,CMR,1968,Boxing Men's Welterweight,0.0,0.0,1.0,1.0
2028,CMR,2000,Football Men's Football,0.0,1.0,0.0,1.0
2029,CMR,2004,Athletics Women's Triple Jump,0.0,1.0,0.0,1.0
2030,CMR,2008,Athletics Women's Triple Jump,0.0,1.0,0.0,1.0
2031,COL,1972,"Shooting Mixed Running Target, 50 metres",0.0,0.0,1.0,1.0
2032,COL,1984,"Shooting Men's Running Target, 50 metres",0.0,0.0,1.0,1.0
2033,COL,1988,Boxing Men's Bantamweight,1.0,0.0,0.0,1.0
2034,COL,1992,Athletics Women's 400 metres,1.0,0.0,0.0,1.0
2035,COL,2000,Weightlifting Women's Heavyweight,0.0,1.0,0.0,1.0
2036,COL,2004,Cycling Women's Points Race,1.0,0.0,0.0,1.0
2037,COL,2004,Weightlifting Women's Featherweight,1.0,0.0,0.0,1.0
2038,COL,2008,Weightlifting Men's Featherweight,0.0,0.0,1.0,1.0
2039,COL,2008,"Wrestling Women's Lightweight, Freestyle",1.0,0.0,0.0,1.0
2040,COL,2012,Athletics Women's Triple Jump,0.0,0.0,1.0,1.0
2041,COL,2012,Cycling Men's BMX,1.0,0.0,0.0,1.0
2042,COL,2012,"Cycling Men's Road Race, Individual",0.0,0.0,1.0,1.0
2043,COL,2012,Cycling Women's BMX,0.0,1.0,0.0,1.0
2044,COL,2012,Judo Women's Middleweight,1.0,0.0,0.0,1.0
2045,COL,2012,Weightlifting Men's Featherweight,0.0,0.0,1.0,1.0
2046,COL,2016,Athletics Women's Triple Jump,0.0,1.0,0.0,1.0
2047,COL,2016,Boxing Men's Light-Flyweight,0.0,0.0,1.0,1.0
2048,COL,2016,Cycling Men's BMX,1.0,0.0,0.0,1.0
2049,COL,2016,Cycling Women's BMX,0.0,1.0,0.0,1.0
2050,COL,2016,Judo Women's Middleweight,0.0,0.0,1.0,1.0
2051,COL,2016,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
2052,COL,2016,Weightlifting Men's Lightweight,1.0,0.0,0.0,1.0
2053,CRC,1988,Swimming Women's 200 metres Freestyle,0.0,0.0,1.0,1.0
2054,CRC,1996,Swimming Women's 200 metres Freestyle,0.0,1.0,0.0,1.0
2055,CRC,2000,Swimming Women's 200 metres Freestyle,1.0,0.0,0.0,1.0
2056,CRC,2000,Swimming Women's 400 metres Freestyle,1.0,0.0,0.0,1.0
2057,CRO,1992,Basketball Men's Basketball,0.0,0.0,1.0,1.0
2058,CRO,1996,Handball Men's Handball,0.0,1.0,0.0,1.0
2059,CRO,1996,Water Polo Men's Water Polo,0.0,0.0,1.0,1.0
2060,CRO,2000,Rowing Men's Coxed Eights,1.0,0.0,0.0,1.0
2061,CRO,2000,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
2062,CRO,2004,Handball Men's Handball,0.0,1.0,0.0,1.0
2063,CRO,2004,Rowing Men's Coxless Pairs,0.0,0.0,1.0,1.0
2064,CRO,2004,Swimming Men's 50 metres Freestyle,0.0,0.0,1.0,1.0
2065,CRO,2004,Tennis Men's Doubles,1.0,0.0,0.0,1.0
2066,CRO,2004,Weightlifting Men's Lightweight,1.0,0.0,0.0,1.0
2067,CRO,2008,Athletics Women's High Jump,0.0,0.0,1.0,1.0
2068,CRO,2008,Gymnastics Men's Pommelled Horse,0.0,0.0,1.0,1.0
2069,CRO,2008,"Shooting Women's Air Rifle, 10 metres",1.0,0.0,0.0,1.0
2070,CRO,2012,Athletics Women's Discus Throw,0.0,1.0,0.0,1.0
2071,CRO,2012,Handball Men's Handball,1.0,0.0,0.0,1.0
2072,CRO,2012,Rowing Men's Quadruple Sculls,0.0,0.0,1.0,1.0
2073,CRO,2012,Shooting Men's Trap,0.0,1.0,0.0,1.0
2074,CRO,2012,Water Polo Men's Water Polo,0.0,1.0,0.0,1.0
2075,CRO,2016,Athletics Women's Discus Throw,0.0,1.0,0.0,1.0
2076,CRO,2016,Athletics Women's High Jump,1.0,0.0,0.0,1.0
2077,CRO,2016,Athletics Women's Javelin Throw,0.0,1.0,0.0,1.0
2078,CRO,2016,Rowing Men's Double Sculls,0.0,1.0,0.0,1.0
2079,CRO,2016,Rowing Men's Single Sculls,0.0,0.0,1.0,1.0
2080,CRO,2016,Sailing Men's One Person Dinghy,0.0,0.0,1.0,1.0
2081,CRO,2016,Sailing Men's Two Person Dinghy,0.0,1.0,0.0,1.0
2082,CRO,2016,Shooting Men's Trap,0.0,1.0,0.0,1.0
2083,CRO,2016,Water Polo Men's Water Polo,0.0,0.0,1.0,1.0
2084,CUB,1900,"Fencing Men's epee, Individual",0.0,1.0,0.0,1.0
2085,CUB,1900,"Fencing Men's epee, Masters and Amateurs, Individual",0.0,0.0,1.0,1.0
2086,CUB,1904,"Fencing Men's Foil, Individual",0.0,1.0,0.0,1.0
2087,CUB,1904,"Fencing Men's Foil, Team",0.0,1.0,0.0,1.0
2088,CUB,1904,"Fencing Men's Sabre, Individual",0.0,1.0,0.0,1.0
2089,CUB,1904,"Fencing Men's epee, Individual",0.0,1.0,0.0,1.0
2090,CUB,1964,Athletics Men's 100 metres,0.0,0.0,1.0,1.0
2091,CUB,1968,Athletics Men's 4 x 100 metres Relay,0.0,0.0,1.0,1.0
2092,CUB,1968,Athletics Women's 4 x 100 metres Relay,0.0,0.0,1.0,1.0
2093,CUB,1968,Boxing Men's Light-Middleweight,0.0,0.0,1.0,1.0
2094,CUB,1968,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
2095,CUB,1972,Athletics Women's 100 metres,1.0,0.0,0.0,1.0
2096,CUB,1972,Athletics Women's 4 x 100 metres Relay,1.0,0.0,0.0,1.0
2097,CUB,1972,Basketball Men's Basketball,1.0,0.0,0.0,1.0
2098,CUB,1972,Boxing Men's Bantamweight,0.0,1.0,0.0,1.0
2099,CUB,1972,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
2100,CUB,1972,Boxing Men's Light-Heavyweight,0.0,0.0,1.0,1.0
2101,CUB,1972,Boxing Men's Welterweight,0.0,1.0,0.0,1.0
2102,CUB,1976,Athletics Men's 110 metres Hurdles,0.0,0.0,1.0,1.0
2103,CUB,1976,Athletics Men's 400 metres,0.0,1.0,0.0,1.0
2104,CUB,1976,Athletics Men's 800 metres,0.0,1.0,0.0,1.0
2105,CUB,1976,Boxing Men's Featherweight,0.0,1.0,0.0,1.0
2106,CUB,1976,Boxing Men's Flyweight,0.0,0.0,1.0,1.0
2107,CUB,1976,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
2108,CUB,1976,Boxing Men's Light-Flyweight,0.0,1.0,0.0,1.0
2109,CUB,1976,Boxing Men's Light-Heavyweight,0.0,0.0,1.0,1.0
2110,CUB,1976,Boxing Men's Light-Middleweight,1.0,0.0,0.0,1.0
2111,CUB,1976,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
2112,CUB,1976,Boxing Men's Middleweight,1.0,0.0,0.0,1.0
2113,CUB,1976,Judo Men's Lightweight,0.0,1.0,0.0,1.0
2114,CUB,1976,Volleyball Men's Volleyball,1.0,0.0,0.0,1.0
2115,CUB,1980,Athletics Men's 100 metres,0.0,0.0,1.0,1.0
2116,CUB,1980,Athletics Men's 110 metres Hurdles,0.0,0.0,1.0,1.0
2117,CUB,1980,Athletics Men's Discus Throw,1.0,0.0,0.0,1.0
2118,CUB,1980,Athletics Women's Javelin Throw,0.0,1.0,0.0,1.0
2119,CUB,1980,Boxing Men's Bantamweight,0.0,1.0,0.0,1.0
2120,CUB,1980,Boxing Men's Featherweight,0.0,0.0,1.0,1.0
2121,CUB,1980,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
2122,CUB,1980,Boxing Men's Light-Flyweight,0.0,0.0,1.0,1.0
2123,CUB,1980,Boxing Men's Light-Middleweight,0.0,1.0,0.0,1.0
2124,CUB,1980,Boxing Men's Light-Welterweight,1.0,0.0,0.0,1.0
2125,CUB,1980,Boxing Men's Lightweight,0.0,1.0,0.0,1.0
2126,CUB,1980,Boxing Men's Middleweight,0.0,1.0,0.0,1.0
2127,CUB,1980,Boxing Men's Welterweight,0.0,1.0,0.0,1.0
2128,CUB,1980,Judo Men's Extra-Lightweight,0.0,0.0,1.0,1.0
2129,CUB,1980,Judo Men's Half-Middleweight,0.0,0.0,1.0,1.0
2130,CUB,1980,Judo Men's Middleweight,0.0,0.0,1.0,1.0
2131,CUB,1980,Shooting Mixed Skeet,1.0,0.0,0.0,1.0
2132,CUB,1980,Weightlifting Men's Bantamweight,0.0,1.0,0.0,1.0
2133,CUB,1980,Weightlifting Men's Heavyweight I,1.0,0.0,0.0,1.0
2134,CUB,1992,Athletics Men's 4 x 100 metres Relay,1.0,0.0,0.0,1.0
2135,CUB,1992,Athletics Men's 4 x 400 metres Relay,0.0,0.0,1.0,1.0
2136,CUB,1992,Athletics Men's Discus Throw,1.0,0.0,0.0,1.0
2137,CUB,1992,Athletics Men's High Jump,0.0,1.0,0.0,1.0
2138,CUB,1992,Athletics Women's 800 metres,1.0,0.0,0.0,1.0
2139,CUB,1992,Athletics Women's Discus Throw,0.0,1.0,0.0,1.0
2140,CUB,1992,Athletics Women's High Jump,1.0,0.0,0.0,1.0
2141,CUB,1992,Baseball Men's Baseball,0.0,1.0,0.0,1.0
2142,CUB,1992,Boxing Men's Bantamweight,0.0,1.0,0.0,1.0
2143,CUB,1992,Boxing Men's Flyweight,0.0,0.0,1.0,1.0
2144,CUB,1992,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
2145,CUB,1992,Boxing Men's Light-Flyweight,0.0,1.0,0.0,1.0
2146,CUB,1992,Boxing Men's Light-Middleweight,0.0,1.0,0.0,1.0
2147,CUB,1992,Boxing Men's Light-Welterweight,0.0,1.0,0.0,1.0
2148,CUB,1992,Boxing Men's Middleweight,0.0,1.0,0.0,1.0
2149,CUB,1992,Boxing Men's Super-Heavyweight,0.0,1.0,0.0,1.0
2150,CUB,1992,Boxing Men's Welterweight,0.0,0.0,1.0,1.0
2151,CUB,1992,"Fencing Men's Foil, Individual",1.0,0.0,0.0,1.0
2152,CUB,1992,"Fencing Men's Foil, Team",0.0,0.0,1.0,1.0
2153,CUB,1992,Judo Men's Half-Lightweight,1.0,0.0,0.0,1.0
2154,CUB,1992,Judo Women's Extra-Lightweight,1.0,0.0,0.0,1.0
2155,CUB,1992,Judo Women's Heavyweight,0.0,0.0,1.0,1.0
2156,CUB,1992,Judo Women's Lightweight,1.0,0.0,0.0,1.0
2157,CUB,1992,Judo Women's Middleweight,0.0,1.0,0.0,1.0
2158,CUB,1992,Volleyball Women's Volleyball,0.0,1.0,0.0,1.0
2159,CUB,1992,Weightlifting Men's Middleweight,0.0,0.0,1.0,1.0
2160,CUB,1992,"Wrestling Men's Bantamweight, Freestyle",0.0,1.0,0.0,1.0
2161,CUB,1992,"Wrestling Men's Featherweight, Freestyle",1.0,0.0,0.0,1.0
2162,CUB,1992,"Wrestling Men's Featherweight, Greco-Roman",1.0,0.0,0.0,1.0
2163,CUB,1992,"Wrestling Men's Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
2164,CUB,1992,"Wrestling Men's Light-Flyweight, Greco-Roman",1.0,0.0,0.0,1.0
2165,CUB,1996,Athletics Men's Triple Jump,1.0,0.0,0.0,1.0
2166,CUB,1996,Athletics Women's 800 metres,0.0,0.0,1.0,1.0
2167,CUB,1996,Baseball Men's Baseball,0.0,1.0,0.0,1.0
2168,CUB,1996,Boxing Men's Bantamweight,0.0,0.0,1.0,1.0
2169,CUB,1996,Boxing Men's Flyweight,0.0,1.0,0.0,1.0
2170,CUB,1996,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
2171,CUB,1996,Boxing Men's Light-Middleweight,0.0,0.0,1.0,1.0
2172,CUB,1996,Boxing Men's Light-Welterweight,0.0,1.0,0.0,1.0
2173,CUB,1996,Boxing Men's Middleweight,0.0,1.0,0.0,1.0
2174,CUB,1996,Boxing Men's Welterweight,0.0,0.0,1.0,1.0
2175,CUB,1996,"Fencing Men's Foil, Team",1.0,0.0,0.0,1.0
2176,CUB,1996,"Fencing Men's epee, Individual",0.0,0.0,1.0,1.0
2177,CUB,1996,Judo Women's Extra-Lightweight,1.0,0.0,0.0,1.0
2178,CUB,1996,Judo Women's Half-Heavyweight,1.0,0.0,0.0,1.0
2179,CUB,1996,Judo Women's Heavyweight,0.0,0.0,1.0,1.0
2180,CUB,1996,Judo Women's Lightweight,0.0,1.0,0.0,1.0
2181,CUB,1996,Swimming Men's 100 metres Backstroke,1.0,0.0,1.0,2.0
2182,CUB,1996,Volleyball Women's Volleyball,0.0,1.0,0.0,1.0
2183,CUB,1996,Weightlifting Men's Middleweight,0.0,1.0,0.0,1.0
2184,CUB,1996,"Wrestling Men's Featherweight, Greco-Roman",0.0,0.0,1.0,1.0
2185,CUB,1996,"Wrestling Men's Light-Flyweight, Freestyle",1.0,0.0,0.0,1.0
2186,CUB,1996,"Wrestling Men's Welterweight, Greco-Roman",0.0,1.0,0.0,1.0
2187,CUB,2000,Athletics Men's 110 metres Hurdles,0.0,1.0,0.0,1.0
2188,CUB,2000,Athletics Men's 4 x 100 metres Relay,1.0,0.0,0.0,1.0
2189,CUB,2000,Athletics Men's High Jump,0.0,0.0,1.0,1.0
2190,CUB,2000,Athletics Men's Long Jump,0.0,1.0,0.0,1.0
2191,CUB,2000,Athletics Men's Triple Jump,0.0,0.0,1.0,1.0
2192,CUB,2000,Athletics Women's Javelin Throw,1.0,0.0,0.0,1.0
2193,CUB,2000,Baseball Men's Baseball,0.0,0.0,1.0,1.0
2194,CUB,2000,Boxing Men's Bantamweight,0.0,1.0,0.0,1.0
2195,CUB,2000,Boxing Men's Heavyweight,0.0,1.0,0.0,1.0
2196,CUB,2000,Boxing Men's Lightweight,0.0,1.0,0.0,1.0
2197,CUB,2000,Boxing Men's Middleweight,0.0,1.0,0.0,1.0
2198,CUB,2000,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,0.0,1.0,1.0
