,ID,Team,NOC,Year,Event,Medal
152790,76672,Great Britain,GBR,1906,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
152797,76674,Great Britain,GBR,1964,Athletics Men's 20 kilometres Walk,Gold
152805,76678,Great Britain,GBR,1908,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",Silver
152814,76686,United States,USA,1972,Athletics Men's 400 metres,Gold
152824,76694,Netherlands,NED,1996,Sailing Women's One Person Dinghy,Silver
152825,76694,Netherlands,NED,2000,Sailing Women's One Person Dinghy,Silver
152897,76735,Sweden,SWE,2016,"Wrestling Women's Featherweight, Freestyle",Bronze
153037,76804,Czechoslovakia,TCH,1928,"Wrestling Men's Bantamweight, Greco-Roman",Silver
153049,76810,Poland,POL,1996,"Shooting Women's Air Rifle, 10 metres",Gold
153050,76810,Poland,POL,1996,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
153052,76810,Poland,POL,2000,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
153055,76811,Germany,GER,1936,Athletics Women's Discus Throw,Gold
153060,76815,Great Britain,GBR,1908,Shooting Men's Trap,Bronze
153091,76839,United States,USA,1920,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
153094,76840,France,FRA,2004,Tennis Women's Singles,Silver
153129,76862,France,FRA,1972,Sailing Mixed One Person Dinghy,Gold
153146,76873,Soviet Union,URS,1964,"Fencing Men's Sabre, Individual",Bronze
153149,76873,Soviet Union,URS,1968,"Fencing Men's Sabre, Team",Gold
153224,76900,Austria,AUT,1980,"Equestrianism Mixed Dressage, Individual",Gold
153244,76908,Potomac Archers,USA,1904,Archery Men's Team Round,Gold
153261,76921,United States,USA,1992,Rowing Women's Coxless Pairs,Bronze
153278,76929,Italy,ITA,1996,Athletics Women's Long Jump,Silver
153279,76929,Italy,ITA,2000,Athletics Women's Long Jump,Silver
153316,76944,Germany,GER,1992,Boxing Men's Light-Heavyweight,Gold
153319,76946,United States,USA,1960,Athletics Men's 110 metres Hurdles,Silver
153321,76947,United States-1,USA,2004,Beach Volleyball Women's Beach Volleyball,Gold
153322,76947,United States-1,USA,2008,Beach Volleyball Women's Beach Volleyball,Gold
153323,76947,United States-1,USA,2012,Beach Volleyball Women's Beach Volleyball,Gold
153366,76972,United States,USA,1904,Boxing Men's Middleweight,Gold
153367,76972,United States,USA,1904,Boxing Men's Heavyweight,Silver
153390,76981,Germany,GER,1928,"Fencing Women's Foil, Individual",Gold
153392,76981,Germany,GER,1936,"Fencing Women's Foil, Individual",Silver
153402,76987,France,FRA,2016,Athletics Men's Decathlon,Silver
153470,77019,United States,USA,1988,Boxing Men's Light-Heavyweight,Gold
153481,77027,United States,USA,1932,Modern Pentathlon Men's Individual,Bronze
153503,77042,United States,USA,1988,Tennis Men's Singles,Silver
153531,77058,Austria,AUT,1980,Sailing Mixed One Person Dinghy,Silver
153552,77071,Netherlands,NED,1928,Cycling Men's Sprint,Silver
153570,77077,Denmark,DEN,2004,Table Tennis Men's Doubles,Bronze
153588,77080,France,FRA,1948,Athletics Women's Discus Throw,Bronze
153607,77090,Soviet Union,URS,1980,Weightlifting Men's Featherweight,Gold
153612,77092,France,FRA,1908,Boxing Men's Bantamweight,
153699,77135,Italy,ITA,1912,Gymnastics Men's Individual All-Around,Bronze
153729,77148,Italy,ITA,2000,"Fencing Men's epee, Team",Gold
153741,77152,Poland,POL,2008,Athletics Men's Discus Throw,Silver
153743,77152,Poland,POL,2016,Athletics Men's Discus Throw,Silver
153801,77190,Cameroon,CMR,2004,Athletics Women's Triple Jump,Gold
153802,77190,Cameroon,CMR,2008,Athletics Women's Triple Jump,Gold
153826,77212,Kenya,KEN,1972,Boxing Men's Lightweight,Bronze
153851,77230,South Africa,RSA,1912,Athletics Men's Marathon,Gold
153871,77244,United States,USA,1972,Swimming Men's 400 metres Freestyle,Bronze
153956,77293,United States,USA,1960,"Wrestling Men's Bantamweight, Freestyle",Gold
153993,77314,New Zealand,NZL,2016,Athletics Women's Pole Vault,Bronze
153999,77318,United States,USA,1952,"Equestrianism Men's Jumping, Team",Bronze
154034,77335,Australia,AUS,1968,Swimming Women's 100 metres Butterfly,Gold
154053,77344,United States,USA,1960,Boxing Men's Light-Middleweight,Gold
154057,77346,United States,USA,1932,"Athletics Men's 3,000 metres Steeplechase",Bronze
154062,77349,Great Britain,GBR,1988,"Athletics Women's 10,000 metres",Silver
154115,77376,Great Britain,GBR,1956,Boxing Men's Light-Middleweight,Bronze
154123,77384,United States,USA,1984,Diving Women's Springboard,Silver
154124,77384,United States,USA,1988,Diving Women's Springboard,Bronze
154128,77388,United States,USA,1952,Diving Women's Springboard,Gold
154129,77388,United States,USA,1952,Diving Women's Platform,Gold
154130,77388,United States,USA,1956,Diving Women's Springboard,Gold
154131,77388,United States,USA,1956,Diving Women's Platform,Gold
154164,77406,United States,USA,1900,Athletics Men's Shot Put,Silver
154166,77406,United States,USA,1900,Athletics Men's Hammer Throw,Bronze
154188,77417,United States,USA,1984,Boxing Men's Flyweight,Gold
154193,77422,Great Britain,GBR,1908,Rowing Men's Single Sculls,Silver
154194,77423,Australia,AUS,2012,Cycling Women's Team Sprint,Bronze
154202,77428,Ireland,IRL,1992,Boxing Men's Bantamweight,Silver
154212,77436,United States,USA,1956,Athletics Women's High Jump,Gold
154259,77452,Jamaica,JAM,2000,Athletics Women's 200 metres,Bronze
154272,77456,Canada,CAN,1932,"Wrestling Men's Welterweight, Freestyle",Silver
154295,77467,Australia,AUS,1988,Swimming Women's 800 metres Freestyle,Bronze
154305,77472,United States,USA,1912,Athletics Men's Shot Put,Gold
154306,77472,United States,USA,1912,"Athletics Men's Shot Put, Both Hands",Silver
154308,77472,United States,USA,1920,Athletics Men's 56-pound Weight Throw,Gold
154368,77495,United States,USA,1928,Rowing Men's Coxless Pairs,Bronze
154391,77509,United States,USA,1972,"Canoeing Men's Canadian Singles, Slalom",Bronze
154408,77519,Jamaica,JAM,2004,Athletics Men's 400 metres Hurdles,Silver
154428,77525,United States,USA,1976,Sailing Mixed Multihull,Silver
154441,77534,Australia,AUS,1996,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
154443,77534,Australia,AUS,2000,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
154445,77534,Australia,AUS,2004,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
154474,77551,United States,USA,1928,Athletics Men's Pole Vault,Bronze
154493,77562,Great Britain,GBR,1906,"Athletics Men's 1,500 metres",Silver
154519,77576,United States,USA,1908,Athletics Men's Hammer Throw,Silver
154520,77576,United States,USA,1912,Athletics Men's Hammer Throw,Gold
154522,77576,United States,USA,1924,Athletics Men's Hammer Throw,Silver
154530,77582,Great Britain,GBR,1964,Swimming Men's 100 metres Freestyle,Silver
154558,77592,Great Britain,GBR,2000,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze
154571,77600,United States,USA,1964,Athletics Women's 100 metres,Silver
154572,77600,United States,USA,1964,Athletics Women's 200 metres,Gold
154573,77600,United States,USA,1964,Athletics Women's 4 x 100 metres Relay,Silver
154598,77614,United States,USA,2000,"Wrestling Men's Welterweight, Freestyle",Bronze
154615,77625,New Zealand,NZL,2000,Sailing Men's Windsurfer,Bronze
154632,77632,United States,USA,1956,Rowing Men's Coxless Fours,Silver
154662,77646,Great Britain,GBR,1988,Sailing Mixed Two Person Keelboat,Gold
154674,77653,Great Britain,GBR,1920,Tennis Women's Singles,Bronze
154675,77653,Great Britain-3,GBR,1920,Tennis Mixed Doubles,Silver
154676,77653,Great Britain,GBR,1920,Tennis Women's Doubles,Gold
154677,77653,Great Britain,GBR,1924,Tennis Women's Singles,Bronze
154680,77654,United States,USA,1984,Athletics Men's 400 metres,Bronze
154710,77670,United States,USA,1988,Sailing Men's Two Person Dinghy,Bronze
154711,77670,United States,USA,2000,Sailing Mixed Skiff,Bronze
154716,77673,United States,USA,1972,Swimming Men's 200 metres Individual Medley,Silver
154717,77673,United States,USA,1972,Swimming Men's 400 metres Individual Medley,Silver
154718,77673,United States,USA,1976,Swimming Men's 400 metres Individual Medley,Silver
154719,77674,Great Britain,GBR,2012,"Canoeing Men's Kayak Singles, 200 metres",Gold
154737,77680,Jamaica,JAM,1948,Athletics Men's 400 metres,Silver
154739,77680,Jamaica,JAM,1952,Athletics Men's 100 metres,Silver
154740,77680,Jamaica,JAM,1952,Athletics Men's 400 metres,Silver
154760,77690,United States,USA,1968,Swimming Men's 100 metres Breaststroke,Gold
154772,77694,Great Britain,GBR,1920,Boxing Men's Bantamweight,Bronze
154784,77701,Great Britain,GBR,1924,Boxing Men's Flyweight,Silver
154806,77710,Canada,CAN,1932,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Bronze
154867,77716,Australia,AUS,2016,Swimming Women's 200 metres Freestyle,Bronze
154893,77729,Great Britain,GBR,1908,"Wrestling Men's Featherweight, Freestyle",Bronze
154905,77738,United States,USA,1928,Swimming Women's 400 metres Freestyle,Bronze
154914,77744,United States,USA,1956,Swimming Men's 100 metres Backstroke,Bronze
154915,77744,United States,USA,1960,Swimming Men's 100 metres Backstroke,Silver
154917,77745,United States,USA,1988,Boxing Men's Bantamweight,Gold
154920,77747,United States,USA,1984,Archery Men's Individual,Silver
154931,77749,United States,USA,1904,Golf Men's Individual,Bronze
154951,77761,Canada,CAN,1992,Athletics Men's 110 metres Hurdles,Gold
154964,77769,United States,USA,1948,Swimming Men's 400 metres Freestyle,Silver
154965,77769,United States,USA,1948,"Swimming Men's 1,500 metres Freestyle",Gold
154980,77778,Canada,CAN,1988,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
155004,77795,United States,USA,1900,Athletics Men's 110 metres Hurdles,Silver
155016,77802,United States,USA,1904,"Wrestling Men's Featherweight, Freestyle",Silver
155025,77809,Australia,AUS,2008,Athletics Women's 100 metres Hurdles,Silver
155026,77809,Australia,AUS,2012,Athletics Women's 100 metres Hurdles,Gold
155040,77818,Great Britain,GBR,1984,"Athletics Men's 10,000 metres",Silver
155042,77819,Jamaica,JAM,2016,Athletics Men's 110 metres Hurdles,Gold
155067,77838,Switzerland,SUI,2000,Triathlon Women's Olympic Distance,Gold
155091,77851,United States,USA,2004,"Wrestling Women's Middleweight, Freestyle",Silver
155096,77854,South Africa,RSA,1924,Athletics Men's 10 kilometres Walk,Bronze
155117,77868,United States,USA,1960,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
155127,77874,United States,USA,1976,Athletics Women's Long Jump,Silver
155132,77877,United States,USA,1952,"Athletics Men's 1,500 metres",Silver
155164,77896,Ireland,IRL,1952,Boxing Men's Bantamweight,Silver
155170,77900,United States,USA,1984,Gymnastics Women's Floor Exercise,Silver
155193,77905,Canada,CAN,1932,Athletics Men's High Jump,Gold
155236,77929,Australia,AUS,1996,Athletics Women's Javelin Throw,Silver
155240,77930,United States-2,USA,2004,Beach Volleyball Women's Beach Volleyball,Bronze
155277,77952,Australia,AUS,1992,Tennis Women's Doubles,Bronze
155296,77965,Great Britain,GBR,1956,Boxing Men's Lightweight,Gold
155345,77986,Great Britain,GBR,1972,"Equestrianism Mixed Three-Day Event, Individual",Gold
155350,77988,United States,USA,1936,Athletics Men's Pole Vault,Gold
155359,77995,United States,USA,1984,Swimming Women's 100 metres Butterfly,Gold
155360,77995,United States,USA,1984,Swimming Women's 200 metres Butterfly,Gold
155363,77995,United States,USA,1988,Swimming Women's 200 metres Butterfly,Bronze
155375,77999,Australia,AUS,1932,Swimming Women's 100 metres Backstroke,Silver
155383,78004,United States,USA,1928,Diving Women's Springboard,Gold
155384,78005,Australia,AUS,2004,Cycling Women's Sprint,Bronze
155385,78005,Australia,AUS,2004,Cycling Women's 500 metres Time Trial,Gold
155386,78005,Australia,AUS,2008,Cycling Women's Sprint,Silver
155387,78005,Australia,AUS,2012,Cycling Women's Sprint,Gold
155391,78005,Australia,AUS,2016,Cycling Women's Keirin,Bronze
155412,78018,Czechoslovakia,TCH,1988,Tennis Men's Singles,Gold
155454,78035,Monaco,MON,1924,Art Competitions Mixed Architecture,Bronze
155477,78049,United States,USA,1936,Swimming Men's 400 metres Freestyle,Gold
155478,78049,United States,USA,1936,"Swimming Men's 1,500 metres Freestyle",Silver
155489,78055,Spain-1,ESP,2008,Tennis Women's Doubles,Silver
155546,78090,Soviet Union,URS,1952,Boxing Men's Light-Welterweight,Silver
155570,78101,Soviet Union,URS,1964,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
155571,78101,Soviet Union,URS,1968,"Wrestling Men's Heavyweight, Freestyle",Gold
155572,78101,Soviet Union,URS,1972,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
155576,78103,Belarus,BLR,1996,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
155625,78120,New Zealand,NZL,2016,Sailing Men's One Person Dinghy,Bronze
155665,78144,Azerbaijan,AZE,2000,Shooting Women's Skeet,Gold
155666,78144,Azerbaijan,AZE,2004,Shooting Women's Skeet,Bronze
155673,78149,Romania,ROU,1976,Athletics Men's Javelin Throw,Bronze
155755,78195,United States,USA,1904,"Wrestling Men's Flyweight, Freestyle",Gold
155756,78195,United States,USA,1908,"Wrestling Men's Bantamweight, Freestyle",Gold
155772,78204,United States,USA,1932,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
155840,78244,East Germany,GDR,1988,Athletics Women's Javelin Throw,Gold
155861,78255,Netherlands,NED,1924,Cycling Men's Sprint,Silver
155870,78261,Netherlands,NED,1992,Judo Men's Half-Heavyweight,Bronze
155879,78267,United States,USA,2016,Swimming Women's 100 metres Breaststroke,Bronze
155884,78268,United States,USA,1992,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
155886,78269,West Germany,FRG,1988,Judo Men's Half-Heavyweight,Silver
155890,78271,Lithuania,LTU,2012,Swimming Women's 100 metres Breaststroke,Gold
155919,78290,Belgium,BEL,2000,"Cycling Men's Mountainbike, Cross-Country",Silver
155934,78298,West Germany,FRG,1968,Rowing Men's Single Sculls,Silver
155936,78299,East Germany,GDR,1988,Swimming Women's 50 metres Freestyle,Bronze
156031,78345,Soviet Union,URS,1952,"Wrestling Men's Heavyweight, Freestyle",Gold
156033,78347,France,FRA,2008,"Athletics Men's 3,000 metres Steeplechase",Silver
156034,78347,France,FRA,2012,"Athletics Men's 3,000 metres Steeplechase",Silver
156035,78347,France,FRA,2016,"Athletics Men's 3,000 metres Steeplechase",Bronze
156037,78348,Bulgaria,BUL,1956,"Wrestling Men's Heavyweight, Freestyle",Silver
156040,78350,Russia,RUS,2012,Boxing Men's Light-Heavyweight,Gold
156134,78410,Cuba,CUB,2000,Taekwondo Women's Flyweight,Silver
156136,78412,Soviet Union,URS,1980,"Shooting Mixed Free Pistol, 50 metres",Gold
156195,78441,Uzbekistan,UZB,2016,Boxing Men's Middleweight,Silver
156196,78442,Armenia,ARM,2000,Weightlifting Men's Middleweight,Bronze
156217,78456,Greece,GRE,1996,Gymnastics Men's Floor Exercise,Gold
156245,78465,Sweden,SWE,1906,Athletics Men's Pentathlon (Ancient),Gold
156257,78473,Switzerland,SUI,1996,"Equestrianism Mixed Jumping, Individual",Silver
156288,78491,Tunisia,TUN,2008,"Swimming Men's 1,500 metres Freestyle",Gold
156289,78491,Tunisia,TUN,2012,"Swimming Men's 1,500 metres Freestyle",Bronze
156290,78491,Tunisia,TUN,2012,Swimming Men's 10 kilometres Open Water,Gold
156296,78495,Kazakhstan,KAZ,1996,"Wrestling Men's Bantamweight, Greco-Roman",Gold
156298,78496,Soviet Union,URS,1972,Athletics Women's Discus Throw,Gold
156326,78508,Russia,RUS,2016,Gymnastics Women's Team All-Around,Silver
156330,78509,Soviet Union,URS,1980,"Canoeing Women's Kayak Singles, 500 metres",Bronze
156339,78513,Soviet Union,URS,1972,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver
156369,78527,Netherlands,NED,1906,"Fencing Men's Sabre, Team",Bronze
156399,78545,Yugoslavia,YUG,1984,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
156408,78551,Mexico,MEX,1988,Diving Men's Platform,Bronze
156428,78566,France,FRA,1928,Athletics Men's High Jump,Bronze
156493,78603,Argentina,ARG,1924,Boxing Men's Welterweight,Silver
156643,78684,Spain,ESP,1980,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
156648,78687,Cuba,CUB,2000,Athletics Women's Javelin Throw,Bronze
156649,78687,Cuba,CUB,2004,Athletics Women's Javelin Throw,Gold
156675,78703,Brazil,BRA,2012,Judo Women's Extra-Lightweight,Gold
156681,78706,China,CHN,2004,"Canoeing Men's Canadian Doubles, 500 metres",Gold
156683,78706,China,CHN,2008,"Canoeing Men's Canadian Doubles, 500 metres",Gold
156698,78716,China,CHN,2016,Weightlifting Women's Super-Heavyweight,Gold
156726,78733,Italy,ITA,1960,Gymnastics Men's Floor Exercise,Bronze
156734,78733,Italy,ITA,1964,Gymnastics Men's Floor Exercise,Gold
156736,78733,Italy,ITA,1964,Gymnastics Men's Parallel Bars,Bronze
156738,78733,Italy,ITA,1964,Gymnastics Men's Rings,Silver
156752,78737,Romania,ROU,1972,Athletics Women's Discus Throw,Silver
156755,78738,France,FRA,1906,Cycling Men's 333 metres Time Trial,Bronze
156767,78744,Belarus,BLR,2008,Athletics Women's Hammer Throw,Gold
156770,78746,Italy,ITA,1972,Athletics Men's 200 metres,Bronze
156775,78746,Italy,ITA,1980,Athletics Men's 200 metres,Gold
156824,78775,Germany,GER,1996,Archery Women's Team,Silver
156826,78775,Germany,GER,2000,Archery Women's Team,Bronze
156836,78780,Netherlands,NED,1960,Swimming Men's 200 metres Breaststroke,Bronze
156892,78805,Algeria,ALG,2000,"Athletics Women's 1,500 metres",Gold
156934,78829,Italy,ITA,1936,"Art Competitions Mixed Sculpturing, Medals",Silver
156939,78833,Dominican Republic,DOM,2008,Taekwondo Men's Flyweight,Silver
156942,78834,Mexico,MEX,1992,Athletics Men's 50 kilometres Walk,Silver
156945,78836,Great Britain,GBR,1984,Weightlifting Men's Middle-Heavyweight,Bronze
156947,78837,United States,USA,1988,Boxing Men's Heavyweight,Gold
156972,78848,France,FRA,1900,"Archery Men's Au Chapelet, 50 metres",Bronze
156981,78854,Belgium,BEL,2004,"Cycling Men's Road Race, Individual",Bronze
157022,78869,United States,USA,1912,Athletics Men's 800 metres,Gold
157035,78875,Romania,ROU,2016,Tennis Men's Doubles,Silver
157061,78885,France,FRA,1900,"Fencing Men's Foil, Masters, Individual",Gold
157067,78888,Finland,FIN,1980,Archery Women's Individual,Bronze
157084,78894,Italy,ITA,1996,Swimming Men's 200 metres Backstroke,Bronze
157107,78905,Germany,GER,1936,Cycling Men's Sprint,Gold
157116,78911,Bulgaria,BUL,2000,"Canoeing Men's Kayak Singles, 500 metres",Silver
157117,78911,Bulgaria,BUL,2000,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
157148,78921,Ukraine,UKR,2004,"Wrestling Women's Flyweight, Freestyle",Gold
157149,78921,Ukraine,UKR,2008,"Wrestling Women's Flyweight, Freestyle",Bronze
157172,78927,Great Britain,GBR,1906,"Shooting Men's Trap, Single Shot, 16 metres",Gold
157173,78927,Great Britain,GBR,1906,"Shooting Men's Trap, Double Shot, 14 metres",Bronze
157177,78929,Great Britain,GBR,1896,"Shooting Men's Muzzle-Loading Pistol, 25 metres",
157190,78929,Great Britain,GBR,1906,"Shooting Men's Trap, Single Shot, 16 metres",Bronze
157191,78929,Great Britain,GBR,1906,"Shooting Men's Trap, Double Shot, 14 metres",Gold
157233,78947,France,FRA,2004,Sailing Women's Windsurfer,Gold
157237,78950,Great Britain,GBR,1996,Sailing Men's Two Person Dinghy,Silver
157252,78957,United States,USA,1948,"Wrestling Men's Welterweight, Freestyle",Bronze
157256,78961,United States,USA,1984,Diving Men's Springboard,Bronze
157257,78962,United States,USA,2012,Athletics Men's 110 metres Hurdles,Gold
157262,78964,United States,USA,2008,Athletics Men's 400 metres,Gold
157266,78964,United States,USA,2016,Athletics Men's 400 metres,Bronze
157271,78966,Great Britain,GBR,2000,Athletics Women's 400 metres,Bronze
157291,78980,West Germany,FRG,1968,"Shooting Mixed Free Pistol, 50 metres",Silver
157314,78994,United States,USA,1904,"Gymnastics Men's Individual All-Around, Field Sports",Bronze
157315,78994,United States,USA,1904,"Gymnastics Men's Individual All-Around, 4 Events",Bronze
157318,78994,United States,USA,1904,Gymnastics Men's Horse Vault,Bronze
157319,78994,United States,USA,1904,Gymnastics Men's Rings,Silver
157320,78994,United States,USA,1904,Gymnastics Men's Side Horse,Bronze
157333,78999,Cuba,CUB,1996,Boxing Men's Bantamweight,Silver
157447,79051,West Germany,FRG,1984,Cycling Men's Points Race,Silver
157459,79060,Switzerland,SUI,2000,Triathlon Women's Olympic Distance,Bronze
157472,79067,Hungary,HUN,1988,Weightlifting Men's Light-Heavyweight,Silver
157513,79083,Hungary,HUN,1912,"Fencing Men's Sabre, Individual",Bronze
157520,79086,Hungary,HUN,1960,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
157554,79098,Greece,GRE,1906,"Shooting Men's Trap, Double Shot, 14 metres",Silver
157569,79107,Australia,AUS,1936,Athletics Men's Triple Jump,Bronze
157571,79109,United States,USA,1932,Athletics Men's 100 metres,Silver
157572,79109,United States,USA,1932,Athletics Men's 200 metres,Bronze
157573,79109,United States,USA,1936,Athletics Men's 100 metres,Silver
157576,79111,France,FRA,2004,Swimming Women's 50 metres Freestyle,Silver
157614,79121,East Germany,GDR,1980,Swimming Women's 100 metres Freestyle,Silver
157616,79121,East Germany,GDR,1980,Swimming Women's 100 metres Butterfly,Gold
157640,79132,Germany,GER,1960,"Wrestling Men's Middleweight, Greco-Roman",Silver
157641,79132,Germany,GER,1964,"Wrestling Men's Middleweight, Greco-Roman",Bronze
157642,79132,East Germany,GDR,1968,"Wrestling Men's Middleweight, Greco-Roman",Gold
157661,79143,Australia,AUS,1980,"Swimming Men's 1,500 metres Freestyle",Bronze
157706,79172,Belgium,BEL,1956,"Wrestling Men's Featherweight, Freestyle",Silver
157742,79186,United States,USA,1912,Athletics Men's 100 metres,Silver
157765,79198,United States,USA,1968,Swimming Women's 200 metres Freestyle,Gold
157766,79198,United States,USA,1968,Swimming Women's 400 metres Freestyle,Gold
157767,79198,United States,USA,1968,Swimming Women's 800 metres Freestyle,Gold
157770,79200,South Africa,RSA,1992,"Athletics Women's 10,000 metres",Silver
157783,79205,United States,USA,1920,"Wrestling Men's Heavyweight, Freestyle",Bronze
157847,79237,Switzerland,SUI,1906,"Shooting Men's Free Rifle, Any Position, 300 metres",Gold
157873,79251,West Germany,FRG,1972,Athletics Women's High Jump,Gold
157875,79251,West Germany,FRG,1984,Athletics Women's High Jump,Gold
157923,79272,Ethiopia,ETH,2000,"Athletics Men's 10,000 metres",Bronze
157938,79282,Hungary,HUN,1928,"Art Competitions Mixed Literature, Epic Works",Gold
157962,79300,Indonesia,INA,1996,Badminton Women's Singles,Silver
157964,79300,Netherlands,NED,2004,Badminton Women's Singles,Silver
158005,79319,Poland,POL,2012,Sailing Men's Windsurfer,Bronze
158040,79343,United States,USA,1904,Boxing Men's Heavyweight,Bronze
158048,79346,Denmark,DEN,1928,Boxing Men's Heavyweight,Bronze
158106,79377,France,FRA,1924,Cycling Men's Sprint,Gold
158155,79409,Germany,GER,1992,"Canoeing Women's Kayak Singles, Slalom",Gold
158159,79412,Turquoise-1,FRA,1900,Sailing Mixed Open,Bronze
158178,79420,Australia,AUS,2004,Diving Women's Platform,Gold
158182,79421,France,FRA,1936,Boxing Men's Light-Heavyweight,Gold
158215,79440,Japan,JPN,1976,Archery Men's Individual,Silver
158270,79462,West Germany,FRG,1968,Athletics Women's Pentathlon,Gold
158328,79490,Soviet Union,URS,1960,"Fencing Men's Foil, Team",Gold
158330,79490,Soviet Union,URS,1964,"Fencing Men's Foil, Team",Gold
158409,79523,Switzerland,SUI,1928,Gymnastics Men's Individual All-Around,Gold
158413,79523,Switzerland,SUI,1928,Gymnastics Men's Horizontal Bar,Gold
158415,79523,Switzerland,SUI,1928,Gymnastics Men's Pommelled Horse,Silver
158416,79523,Switzerland,SUI,1932,Gymnastics Men's Floor Exercise,Silver
158419,79523,Switzerland,SUI,1936,Gymnastics Men's Floor Exercise,Gold
158468,79547,Brazil,BRA,1988,Judo Men's Half-Heavyweight,Gold
158470,79547,Brazil,BRA,1996,Judo Men's Half-Heavyweight,Bronze
158474,79551,Spain,ESP,1984,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
158513,79568,Yugoslavia,YUG,1956,Athletics Men's Marathon,Silver
158560,79596,Sweden,SWE,1948,Athletics Men's 10 kilometres Walk,Gold
158561,79596,Sweden,SWE,1952,Athletics Men's 10 kilometres Walk,Gold
158592,79608,Soviet Union,URS,1956,Athletics Men's 20 kilometres Walk,Silver
158624,79629,Russia,RUS,2012,Judo Men's Heavyweight,Silver
158634,79633,Soviet Union,URS,1964,Athletics Men's 110 metres Hurdles,Bronze
158640,79637,Bulgaria,BUL,1968,Boxing Men's Featherweight,Bronze
158764,79714,Poland,POL,2008,"Canoeing Women's Kayak Doubles, 500 metres",Silver
158766,79714,Poland,POL,2012,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
158768,79714,Poland,POL,2016,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
158894,79774,United States,USA,1972,Athletics Men's 110 metres Hurdles,Gold
158897,79776,Ukraine,UKR,2000,Shooting Men's Skeet,Gold
158907,79780,East Germany,GDR,1968,Athletics Men's Discus Throw,Silver
158944,79794,Great Britain,GBR,1908,Jeu De Paume Men's Singles,Silver
158945,79795,United States,USA,2008,"Equestrianism Mixed Three-Day Event, Individual",Silver
158963,79803,Bulgaria,BUL,1996,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
159008,79818,Cuba,CUB,1992,"Wrestling Men's Heavyweight, Greco-Roman",Gold
159047,79836,Soviet Union,URS,1988,Weightlifting Men's Lightweight,Silver
159048,79836,Unified Team,EUN,1992,Weightlifting Men's Lightweight,Gold
159050,79837,Soviet Union,URS,1976,Weightlifting Men's Middleweight,Silver
159059,79841,Netherlands,NED,1928,Boxing Men's Light-Heavyweight,Bronze
159110,79861,United States,USA,1936,"Wrestling Men's Featherweight, Freestyle",Silver
159124,79869,United States,USA,1932,Athletics Men's Pole Vault,Gold
159126,79870,United States,USA,1932,Rowing Men's Single Sculls,Silver
159127,79871,United States,USA,1952,Athletics Men's Javelin Throw,Silver
159150,79876,Roehampton-1,GBR,1908,Polo Men's Polo,Gold
159156,79881,United States,USA,2016,Swimming Men's 100 metres Breaststroke,Bronze
159218,79915,Jamaica,JAM,1968,Athletics Men's 100 metres,Silver
159220,79915,Jamaica,JAM,1972,Athletics Men's 100 metres,Bronze
159243,79929,United States,USA,2008,"Wrestling Women's Middleweight, Freestyle",Bronze
159249,79934,United States,USA,1932,"Art Competitions Mixed Painting, Paintings",Silver
159252,79936,Australia,AUS,1996,Swimming Men's 100 metres Butterfly,Silver
159255,79937,United States,USA,1992,Gymnastics Women's Individual All-Around,Silver
159259,79937,United States,USA,1992,Gymnastics Women's Uneven Bars,Bronze
159266,79937,United States,USA,1996,Gymnastics Women's Balance Beam,Gold
159268,79938,Bahamas,BAH,2016,Athletics Women's 400 metres,Gold
159292,79955,United States,USA,1996,"Equestrianism Mixed Three-Day Event, Individual",Bronze
159298,79961,Great Britain,GBR,1908,"Shooting Men's Free Rifle, 1,000 Yards",Gold
159326,79970,United States,USA,1964,"Athletics Men's 10,000 metres",Gold
159372,79987,United States,USA,1988,Gymnastics Women's Balance Beam,Bronze
159373,79988,Canada,CAN,1984,Rowing Men's Single Sculls,Bronze
159376,79990,United States,USA,1968,Swimming Men's 100 metres Backstroke,Bronze
